word	tag	freq_A1	freq_A2	freq_B1	freq_B2	freq_C1	freq_C2	freq_total
aubette	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
aucun	PRO	45.1973	129.8851	374.0266	557.517	629.803	259.353	320.5034
aucunement	ADV	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
audace	NOM	0.0	0.6228	7.5572	9.0915	0.0	0.0	4.8076
audacieux	ADJ	0.0	0.0	3.1766	2.6036	6.0005	0.0	2.7428
audience	NOM	0.0	0.4664	8.9542	26.3584	0.0	193.2799	17.7431
audiovisuel	ADJ	0.0	0.4664	2.9905	2.5411	29.205	19.328	7.2922
audiovisuel	NOM	0.0	0.0	0.5531	1.2705	0.0	19.328	1.4426
audit	NOM	0.0	0.0	0.3906	0.0	0.0	12.833	0.6261
auditeur	NOM	0.0	42.9252	2.6879	0.0	27.403	19.328	14.2228
auditif	ADJ	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
audition	NOM	0.0	0.606	0.0	1.3018	0.0	12.833	1.471
auditoire	NOM	0.0	0.0	0.0	0.0	31.3528	0.0	1.2004
auditorium	NOM	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
augmentation	NOM	0.9051	8.8581	63.8815	0.8102	74.0582	138.6137	39.684
augmenter	VER	0.0	71.0593	115.2197	14.0086	139.9744	313.5343	80.789
augurer	VER	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
auguste	ADJ	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
aujourd'hui	NOM	0.0	0.0	4.8043	0.0	20.6179	12.833	3.7221
aujourd'hui	ADV	882.1748	551.006	683.4412	379.2694	1027.8803	1358.7975	711.084
aune	NOM	0.0	0.606	0.0	0.0	4.139	19.328	1.4708
auparavant	PRP	0.0	0.0	3.5101	1.6204	20.6179	57.984	5.7552
auparavant	ADV	0.0	3.1313	26.2406	0.8102	12.0009	0.0	11.1847
auprès	ADV	24.8406	21.7494	111.4694	54.729	102.8605	86.9662	66.3769
auquel	PRO	0.0	0.5213	35.7287	36.1967	115.8441	38.656	30.6953
aura	NOM	0.0	0.5213	0.0	0.0	20.024	0.0	1.333
aurore	NOM	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
auréoler	VER	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
ausculter	VER	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
auspice	NOM	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
aussi	ADV	2608.4708	1750.3576	1569.8319	1963.775	1661.2431	1949.3656	1838.2
aussi	KON	0.5987	0.0	0.0	1.8983	0.0	0.0	0.4641
aussitôt	ADV	30.1507	169.0712	141.9631	16.7501	8.2781	0.0	94.6729
austral	ADJ	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
australien	ADJ	8.2421	1.2121	0.185	2.2839	0.0	0.0	4.1591
autant	ADV	12.2298	83.8673	180.4157	76.55	396.0511	250.9018	143.586
autel	NOM	0.0	0.0	9.8261	0.0	0.0	0.0	2.0035
auteur	NOM	16.7031	77.4589	80.7238	117.5415	524.3	162.4685	136.2989
authenticité	NOM	0.0	0.0	3.4815	0.0	6.8846	0.0	2.0671
authentification	NOM	0.0	0.0	0.0	0.0	12.0009	0.0	0.2862
authentifier	VER	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
authentique	ADJ	0.0	0.6228	16.4525	0.911	10.3269	0.0	8.4722
auto	NOM	0.8075	4.6396	0.5857	7.5933	6.0005	0.0	6.4987
auto-stoppeur	NOM	0.0	0.0	1.2756	0.0	0.0	0.0	0.1185
auto-école	NOM	0.0	0.0	1.1062	0.0	0.0	0.0	0.1028
autobiographie	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
autobiographique	ADJ	0.0	0.0	0.0	0.0	12.0009	0.0	0.2862
autobus	NOM	0.0	19.9484	0.0	3.7966	50.0526	0.0	10.3751
autocar	NOM	1.2635	0.0	0.1243	0.0	0.0	0.0	0.6273
autocentré	ADJ	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
autochtone	NOM	0.0	0.4664	0.6378	2.2839	0.0	0.0	1.5036
autochtone	ADJ	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
autodidacte	ADJ	0.9464	0.0	0.0	0.0	0.0	0.0	0.0276
autogestion	NOM	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
autographe	NOM	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
automate	ADJ	0.0	0.0	0.0	1.3018	0.0	0.0	0.035
automate	NOM	0.0	1.2017	0.5531	0.0	0.0	0.0	0.9313
automatique	ADJ	0.0	0.0	0.1243	1.2705	0.0	0.0	0.6658
automatiquement	ADV	0.0	0.8313	2.501	2.2839	20.6179	19.328	5.2947
automatiser	VER	1.2635	0.0	0.0	0.0	0.0	0.0	0.0232
automatisme	NOM	0.0	0.0	0.0	0.0	8.2781	19.328	1.035
automnal	ADJ	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
automne	NOM	30.2815	11.5717	22.0935	6.1497	66.9321	12.833	30.0296
automobile	NOM	1.6151	8.5391	14.2711	9.1403	27.9938	0.0	13.3569
automobile	ADJ	0.9051	3.4287	12.7532	1.3018	41.2358	12.833	14.2988
automobiliste	NOM	0.0	4.4611	2.5994	0.0	0.0	0.0	2.4288
autonome	ADJ	0.0	0.1937	2.9905	2.2839	4.139	19.328	4.5451
autonomie	NOM	0.0	0.0	12.2418	0.911	36.8208	19.328	8.4103
autoradio	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
autorisation	NOM	2.2246	9.8901	15.3998	0.0	6.0005	4.0185	11.1991
autoriser	VER	7.7628	6.4234	44.6074	6.8518	120.9289	131.2856	38.7277
autoritaire	ADJ	0.9464	0.6228	17.4442	1.3018	4.139	0.0	8.6556
autorité	NOM	1.2635	4.7328	17.5327	19.0072	18.0014	111.7223	21.829
autoroute	NOM	12.5986	3.8553	17.4565	0.0	6.0005	0.0	11.2818
autoroutier	ADJ	0.0	0.0	3.5156	0.0	0.0	0.0	0.6613
autoréférentiel	ADJ	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
autosuffisant	ADJ	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
autour	ADV	194.4197	274.4771	270.0939	263.5446	211.486	43.8345	247.707
autre	ADJ	1311.0197	2108.1952	2299.0974	2770.3763	2454.0429	2806.0007	2237.4
autrefois	ADV	0.9051	19.2045	68.6593	13.0662	60.0719	112.15	43.1506
autrement	ADV	0.6291	4.6396	21.06	25.431	162.7924	12.833	29.2425
autrichien	ADJ	1.1556	0.0	0.0	0.0	0.0	0.0	0.0212
autruche	NOM	0.0	0.0	0.4665	1.2705	4.139	0.0	1.4702
autrui	NOM	0.0	0.0	4.8297	2.2839	0.0	0.0	1.8555
auvergnat	ADJ	1.6151	0.0	0.0	0.0	0.0	0.0	0.0483
auxiliaire	NOM	0.0	0.0	0.2331	0.0	0.0	0.0	0.0558
aval	NOM	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
avalanche	NOM	4.4374	0.0	0.0	0.0	0.0	0.0	0.0815
avaler	VER	0.0	0.6228	0.438	9.013	0.0	0.0	2.5115
avance	NOM	5.0618	64.7336	44.8923	30.8575	60.4644	0.0	42.3608
avancement	NOM	0.0	0.0	0.438	2.5411	0.0	0.0	0.7877
avancer	VER	97.5545	46.0237	152.6693	193.6465	100.5474	77.312	132.3972
avancée	NOM	0.0	0.186	0.5857	0.0	12.0009	0.0	1.493
avant	NOM	16.3071	38.9229	16.0275	3.5867	66.9321	25.6659	30.5585
avant	PRP	448.7677	605.9729	696.1651	571.9103	854.5437	454.1738	632.9018
avant	ADV	22.181	41.9599	29.4503	8.1049	3.4423	0.0	29.005
avant-bras	NOM	0.0	0.0	0.6378	0.0	0.0	19.328	0.7013
avant-garde	NOM	0.0	0.0	0.0	0.911	31.3781	0.0	2.2273
avant-gardiste	ADJ	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
avant-goût	NOM	0.0	0.0	2.9677	0.0	6.0005	0.0	1.4843
avant-hier	ADV	0.5987	0.0	0.185	1.8983	3.4423	0.0	2.0192
avantage	NOM	13.019	7.9961	48.6125	19.2521	125.6679	77.4712	40.622
avantageux	ADJ	0.0	0.0	0.5857	9.1403	6.0005	0.0	2.4511
avare	ADJ	0.0	0.0	0.0	0.0	0.0	4.0185	0.0657
avare	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
avarice	NOM	0.7319	0.0	0.0	0.0	0.0	0.0	0.0134
avarie	NOM	0.0	0.0	0.0	0.0	0.0	12.833	0.0975
avec	ADV	0.9464	4.633	3.6048	51.8848	54.0583	0.0	16.9863
avec	PRP	5814.6254	4932.7341	3547.4277	3141.8847	3110.3508	3508.5985	4037.9232
aven	NOM	0.0	0.0	0.185	0.0	0.0	0.0	0.0472
avenant	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
avenir	NOM	1.1123	109.6591	146.0618	90.2515	180.777	93.687	110.2962
aventure	NOM	118.6246	135.2935	97.3605	70.8429	49.5147	19.328	102.4909
aventurer	VER	0.0	0.0	7.6313	0.0	0.0	0.0	1.5348
aventureux	ADJ	0.0	3.6303	0.0	0.0	0.0	0.0	0.4573
aventurier	ADJ	0.9464	0.0	0.1219	0.0	0.0	0.0	0.6537
aventurier	NOM	0.0	0.9327	4.9507	0.0	0.0	0.0	2.424
avenu	ADJ	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
avenue	NOM	35.9799	4.7243	20.0704	8.3751	6.0005	0.0	16.227
aversion	NOM	0.0	0.0	0.0	2.5411	6.0005	0.0	0.6395
avertir	VER	0.0	4.1382	26.9723	0.0	6.0005	0.0	9.1419
avertissement	NOM	0.0	0.6228	0.0	0.0	0.0	0.0	0.0472
aveu	NOM	0.0	0.0	3.1652	0.0	0.0	0.0	0.6006
aveuglant	ADJ	0.0	0.2891	0.0	0.0	0.0	0.0	0.0139
aveugle	NOM	0.0	9.895	7.6204	2.2839	0.0	0.0	5.8671
aveugle	ADJ	0.0	3.8651	0.0	0.0	6.8846	0.0	1.8011
aveugler	VER	0.0	1.0679	0.3933	1.3018	0.0	0.0	1.5154
aviaire	ADJ	0.0	0.0	0.4665	0.0	102.0079	0.0	5.7007
aviation	NOM	0.0	0.0	0.5857	14.1801	0.0	0.0	2.0074
avide	ADJ	0.0	0.0	3.7062	0.911	0.0	0.0	1.5613
avidement	ADV	0.8346	0.0	0.0	0.0	0.0	0.0	0.0153
avidité	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
avilissant	ADJ	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
avion	NOM	87.9709	17.3588	73.3995	59.0353	58.4378	0.0	61.975
aviron	NOM	0.0	0.0	0.2504	0.0	0.0	0.0	0.0233
avis	NOM	110.4621	125.9516	87.5617	109.0234	65.9532	204.5317	115.0571
aviser	VER	0.0	0.0	3.5822	0.0	0.0	0.0	0.7026
avisé	ADJ	0.0	0.0	0.6378	1.3018	0.0	0.0	0.6566
aviver	VER	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
avocat	NOM	7.3458	67.7963	17.4382	57.9683	3.4423	0.0	41.4813
avoine	NOM	0.7319	0.0	0.0	0.0	0.0	0.0	0.0134
avoir	NOM	0.0	0.6228	0.0	0.0	0.0	0.0	0.0472
avoir	VER	19957.1038	22430.6335	17540.228	23735.3337	13456.7238	12301.7347	19212.1423
avortement	NOM	0.0	0.0	0.6378	0.0	41.1274	0.0	2.7886
avorter	VER	0.0	0.0	0.3906	0.0	0.0	0.0	0.0363
avouer	VER	9.1379	4.5709	50.2013	60.1805	31.3781	0.0	32.8996
avoué	NOM	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
avril	NOM	79.5737	35.9612	62.7335	18.6073	82.2143	185.5908	64.661
avènement	NOM	0.0	0.0	0.0	2.6036	27.9938	56.7717	3.4314
avérer	VER	0.0	0.0	3.5101	9.0915	54.0583	0.0	6.9442
awalé	NOM	0.0	0.0	0.3906	0.0	0.0	0.0	0.0363
axe	NOM	5.6493	0.6008	2.4816	0.8102	3.4423	0.0	4.24
axer	VER	0.0	0.606	7.5789	1.2705	0.0	12.833	4.763
azote	NOM	0.0	0.0	3.5051	0.0	0.0	25.6659	2.1089
aztèque	ADJ	1.6512	0.0	0.0	0.0	0.0	0.0	0.0303
azur	NOM	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
aérer	VER	0.0	3.3535	0.3906	0.8102	6.8846	0.0	3.1876
aérien	ADJ	0.0	0.0	7.5617	22.8394	78.6751	0.0	12.8463
aéronautique	ADJ	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
aéroport	NOM	54.0145	13.2081	30.4239	2.2839	30.0023	0.0	29.6707
aéroportuaire	ADJ	0.0	0.0	0.0	4.5679	6.0005	0.0	0.8475
aérosol	NOM	0.0	0.0	0.0	0.0	8.2781	0.0	0.1951
aînesse	NOM	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
aîné	ADJ	1.2635	0.0	7.4009	0.0	0.0	0.0	2.4786
aîné	NOM	0.7319	3.1491	10.4764	0.0	4.139	57.984	8.6031
aïe	INT	1.2635	0.0	0.0	0.0	0.0	0.0	0.0232
baba	NOM	0.9051	0.0	0.0	0.0	0.0	0.0	0.0456
baba	ADJ	0.0	0.0	0.0	2.2839	6.0005	0.0	0.7085
baby	NOM	0.0	0.0	0.5531	0.0	3.4423	0.0	0.6976
baby-boom	NOM	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
baby-foot	NOM	0.0	0.5137	0.0	0.0	0.0	0.0	0.0248
baby-sitter	NOM	1.2635	0.0	0.0	0.0	12.0009	0.0	0.9977
bac	NOM	16.1402	29.9549	17.0691	0.0	8.2781	96.64	25.6548
baccalauréat	NOM	0.8075	0.6381	6.981	2.2839	8.2781	0.0	4.0535
bachelier	NOM	0.0	0.0	0.1219	0.0	0.0	0.0	0.0338
bactérie	NOM	0.0	0.0	2.9905	2.2839	118.1033	0.0	9.9758
bactérien	ADJ	0.0	0.0	0.0	0.0	8.2781	0.0	0.1951
badaud	NOM	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
badge	NOM	0.0	0.0	0.185	0.0	0.0	0.0	0.0472
bagage	NOM	0.0	9.8649	14.7267	2.2839	0.0	0.0	8.1528
bagarre	NOM	0.0	9.907	7.2057	0.0	6.0005	0.0	5.7463
bagatelle	NOM	0.0	0.0	0.0	0.911	0.0	0.0	0.0652
bagne	NOM	0.0	0.0	0.0	3.9054	0.0	0.0	0.105
bagnole	NOM	0.0	0.606	0.4665	0.0	0.0	0.0	0.6764
bague	NOM	0.0	29.2596	39.515	5.6949	0.0	0.0	22.1088
baguer	VER	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
baguette	NOM	17.0052	57.4922	0.2331	0.911	0.0	0.0	16.2029
bah	INT	1.1764	10.3431	0.0	11.9664	0.0	0.0	5.2963
baignade	NOM	0.171	0.0	0.0	0.0	3.4423	0.0	0.228
baigner	VER	38.9397	0.606	13.4122	9.8252	20.024	0.0	16.0856
baignoire	NOM	0.0	2.4033	0.0	0.0	0.0	0.0	0.1824
bailleur	NOM	0.0	0.0	0.6378	0.0	27.403	19.328	3.0093
bain	NOM	174.5323	196.6233	20.2422	52.2007	3.4423	0.0	84.3559
baise	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
baisemain	NOM	0.0	0.0	0.0	0.911	0.0	0.0	0.0652
baiser	NOM	0.0	3.7603	3.3506	0.0	0.0	0.0	2.1608
baisse	NOM	0.0	15.5656	33.2493	0.911	86.6209	170.3152	23.136
baisser	NOM	0.0	0.0	0.487	0.0	4.139	0.0	0.6675
baisser	VER	0.7319	93.0267	56.3349	25.9162	34.1646	12.833	51.6029
bal	NOM	7.0309	0.6111	65.2933	18.0571	3.4423	0.0	27.2186
balade	NOM	32.8745	8.8327	9.561	0.0	12.0009	0.0	12.9916
balader	VER	0.0	0.606	3.7375	0.0	3.4423	0.0	2.5423
baladeur	ADJ	0.0	0.8313	0.0	0.0	0.0	0.0	0.0401
baladeur	NOM	7.3631	0.0	0.0	0.0	0.0	0.0	0.481
balai	NOM	2.2246	0.0	0.1243	1.2705	0.0	0.0	1.6576
balance	NOM	0.0	7.5358	0.0	0.0	0.0	0.0	0.8964
balancer	VER	0.0	0.0	3.196	2.2839	0.0	0.0	1.5191
balayer	VER	1.1556	0.0	5.2599	0.911	0.0	0.0	3.2326
balayeur	NOM	0.0	0.0	0.3906	0.0	0.0	0.0	0.0363
balbutie	NOM	0.0	0.606	0.0	1.2705	0.0	0.0	0.6658
balcon	NOM	7.5967	0.6228	22.734	0.0	3.4423	0.0	9.8977
baleine	NOM	0.0	0.606	6.8127	0.0	0.0	0.0	2.5372
baliser	VER	0.0	3.3389	0.0	0.0	0.0	19.328	0.9016
balle	NOM	11.7515	0.1865	23.5912	65.1429	18.0014	0.0	26.7873
ballet	NOM	0.0	4.5837	14.3582	0.0	0.0	0.0	6.1077
ballon	NOM	16.423	22.8588	8.9365	0.0	20.6179	0.0	15.4103
balnéothérapie	NOM	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
balourdise	NOM	0.0	0.0	0.0	0.911	0.0	0.0	0.0652
balsamique	ADJ	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
baluchon	NOM	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
balustrade	NOM	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
bambin	NOM	0.9051	0.0	0.0	0.0	20.6179	0.0	1.5074
banal	ADJ	0.0	4.6396	14.54	26.3009	54.0583	19.328	16.8716
banalisation	NOM	0.0	0.0	0.6378	0.0	0.0	19.328	0.7013
banaliser	VER	0.0	0.0	3.7679	0.911	4.139	19.328	3.6631
banalité	NOM	0.0	1.0275	0.0	0.0	0.0	0.0	0.0495
banane	NOM	7.7628	0.0	2.9677	0.0	3.4423	0.0	3.4818
bananier	NOM	0.0	0.0	3.0304	0.0	0.0	0.0	0.6689
banc	NOM	3.5919	46.1196	3.8538	23.3411	4.139	0.0	18.3632
bancaire	ADJ	7.6879	0.0	0.1219	9.5948	0.0	0.0	3.8425
bancal	ADJ	0.0	1.8181	0.0	0.0	0.0	0.0	0.1223
bande	NOM	74.3464	64.4931	27.4631	14.1801	30.0023	0.0	43.9192
bandeau	NOM	0.0	0.0	0.4317	5.2073	4.139	0.0	2.0375
bander	VER	0.0	0.0	0.0	0.911	0.0	0.0	0.0652
banderille	NOM	0.0	0.0	0.2331	0.0	0.0	0.0	0.0558
banderillero	NOM	0.0	0.0	0.2331	0.0	0.0	0.0	0.0558
banderole	NOM	0.0	0.0	0.0	1.2705	6.0005	0.0	0.5848
bandit	NOM	0.8346	0.0	0.6994	2.6036	0.0	0.0	3.0621
bandoulière	NOM	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
bang	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
banlieue	NOM	36.6224	16.5587	28.75	14.4824	90.4055	19.328	38.5157
bannir	VER	0.0	0.0	3.5822	0.0	6.0005	0.0	1.5474
banque	NOM	36.6928	20.2709	73.1818	50.1911	80.3223	12.833	52.2715
banquer	VER	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
banquet	NOM	0.8346	0.186	0.6378	0.0	0.0	0.0	1.2437
banquier	NOM	1.1764	0.4157	0.555	18.6978	0.0	0.0	6.1609
banquière	NOM	0.0	0.0	0.4317	0.0	0.0	12.833	0.6454
baobab	NOM	0.0	0.9327	0.0	0.0	0.0	0.0	0.0676
baptiser	VER	0.0	0.0	18.5505	37.8135	4.139	78.971	15.1388
bar	NOM	124.5052	16.111	36.1274	166.4881	3.4423	0.0	64.1436
baraka	NOM	0.0	0.0	0.3906	0.0	0.0	0.0	0.0363
baraque	NOM	0.0	0.4157	0.5857	5.38	0.0	0.0	2.3477
barbare	ADJ	0.0	0.0	0.0	4.5679	0.0	0.0	0.1228
barbare	NOM	0.0	0.0	0.3906	0.0	0.0	0.0	0.0363
barbarie	NOM	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
barbe	ADJ	0.0	0.6111	0.0	1.3018	0.0	0.0	0.6574
barbe	NOM	0.9051	53.6346	12.1642	1.6204	0.0	0.0	18.7858
barbecue	NOM	0.9051	0.0	0.0	0.0	3.4423	0.0	0.6853
barbeler	VER	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
barber	VER	0.0	0.2891	0.0	0.0	0.0	0.0	0.0139
barbiche	NOM	0.0	0.0	0.4317	0.0	0.0	0.0	0.0401
barbu	ADJ	0.0	0.0	2.8589	1.3018	0.0	0.0	1.5164
barder	VER	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
baril	NOM	0.0	0.0	0.0	0.0	31.3528	0.0	1.2004
barillet	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
barioler	VER	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
barman	NOM	0.0	0.0	0.0	10.76	0.0	0.0	0.2893
baromètre	NOM	0.0	0.0	1.2756	1.2705	0.0	0.0	1.0338
baron	NOM	0.0	0.0	16.9422	0.8102	0.0	0.0	4.6979
baroque	ADJ	7.132	0.0	3.222	0.0	0.0	0.0	2.202
baroque	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
barque	NOM	1.6151	0.7441	22.5061	0.8102	0.0	0.0	9.5555
barquette	NOM	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
barrage	NOM	0.0	0.5213	2.1899	0.0	0.0	0.0	1.9819
barre	NOM	0.0	0.0	29.8484	3.9054	6.0005	0.0	9.9941
barreau	NOM	0.0	0.7079	5.0713	7.104	0.0	0.0	3.7032
barrer	VER	0.0	0.0	0.3933	0.0	0.0	0.0	0.0365
barrette	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
barricader	VER	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
barrière	NOM	0.0	9.9041	8.0708	2.2839	0.0	0.0	6.1173
bas	ADJ	34.0254	62.0291	159.0839	169.2066	101.622	12.833	109.4563
bas	NOM	1.4639	12.6797	30.0708	61.0637	31.3781	19.328	29.2378
bas	ADV	47.8473	46.9646	39.0002	25.8549	6.8846	0.0	41.5414
bas-relief	NOM	0.0	0.0	0.438	0.911	0.0	0.0	0.1304
basalte	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
basaner	VER	0.0	0.0	0.0	0.911	0.0	0.0	0.0652
bascule	NOM	0.0	0.0	0.5857	0.911	0.0	0.0	0.7026
basculer	VER	0.0	0.0	0.2504	0.0	12.0009	0.0	0.9983
base	NOM	10.8685	21.1064	37.2729	33.5794	102.2081	93.687	41.6488
baser	VER	0.0	0.3851	7.0312	14.4824	52.6794	0.0	11.9044
basilique	NOM	1.8101	0.0	0.5857	8.2287	0.0	0.0	3.0439
basket	NOM	16.445	4.5709	5.9891	0.0	3.4423	19.328	9.0282
basket-ball	NOM	0.0	0.4258	0.0	0.0	0.0	0.0	0.0553
basque	ADJ	5.8819	7.7865	4.9238	8.3751	0.0	0.0	11.6598
basque	NOM	0.0	0.7079	0.0	0.0	0.0	0.0	0.0558
bassin	NOM	0.8075	1.8181	0.0	28.8924	4.139	0.0	7.1668
bastion	NOM	0.0	0.606	0.8634	0.0	0.0	12.833	1.7907
bat	NOM	0.0	1.0679	0.0	0.0	0.0	0.0	0.0515
bataille	NOM	7.132	47.6745	27.7822	29.0837	6.8846	0.0	29.5662
batailler	VER	0.0	0.0	0.0	0.0	6.0005	19.328	0.2862
bataillon	NOM	0.0	0.0	0.5531	0.0	20.6179	0.0	1.5432
bateau	NOM	90.3054	58.2631	73.0134	71.2856	50.0526	0.0	73.0977
bateau-mouche	NOM	0.9464	0.7747	0.0	0.0	0.0	0.0	1.1401
battant	ADJ	0.0	0.0	0.1243	0.911	0.0	0.0	0.6721
battant	NOM	0.0	0.0	0.0	0.8102	0.0	0.0	0.0218
battement	NOM	0.0	0.606	2.501	0.0	0.0	0.0	0.8858
batterie	NOM	0.0	4.091	0.6378	2.2839	12.0009	0.0	3.568
batteur	NOM	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
battoir	NOM	0.0	0.0	0.487	0.0	0.0	0.0	0.0452
battre	VER	138.8889	267.8685	207.6325	88.2613	80.2315	12.833	174.3227
baudrier	NOM	0.0	0.0	0.4317	0.0	0.0	0.0	0.0401
baume	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
bavard	ADJ	0.9051	4.6396	0.3906	0.0	0.0	0.0	2.4675
bavardage	NOM	0.0	0.6228	0.2504	0.0	0.0	0.0	0.6149
bavarder	VER	22.0954	4.8004	3.5058	11.8663	0.0	0.0	9.7585
bavarois	ADJ	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
bavette	NOM	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
bavure	NOM	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
bayard	NOM	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
bayou	NOM	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
beau	ADJ	1341.0359	980.7591	493.3806	591.1933	278.0214	192.6297	701.9926
beau	NOM	0.0	0.0	0.0	0.911	0.0	19.328	0.7202
beau-frère	NOM	7.7569	0.7702	1.7269	0.0	0.0	0.0	4.7216
beau-père	NOM	2.3113	0.0	0.0	0.911	0.0	0.0	0.6289
beaucoup	ADV	2224.9992	1136.7007	750.9194	778.1432	605.8252	779.395	1018.7608
beaujolais	NOM	0.0	0.0	2.5512	0.0	0.0	0.0	0.237
beauté	NOM	11.904	34.0164	89.4405	56.7633	6.8846	56.7717	56.645
beaux-arts	NOM	11.0817	1.2456	0.438	0.0	0.0	0.0	3.3881
bec	NOM	0.0	0.0	0.2504	0.0	6.0005	0.0	0.5039
beige	ADJ	2.3528	0.0	0.0	0.0	0.0	0.0	0.0432
belge	ADJ	43.6394	14.3788	14.8498	1.3018	6.8846	19.328	23.5997
belge	NOM	1.2635	0.0	0.0	0.0	0.0	0.0	0.0232
belle	NOM	0.0	0.6111	0.0	0.0	0.0	0.0	0.0295
belle-famille	NOM	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
belle-fille	NOM	1.1556	9.3431	0.0	0.0	0.0	0.0	2.7787
belle-mère	NOM	15.4797	0.0	0.4665	0.0	3.4423	0.0	2.9661
belle-soeur	NOM	0.8075	0.0	2.5903	0.0	0.0	0.0	1.8325
belote	NOM	1.1764	0.0	0.5531	0.0	0.0	0.0	0.5941
belvédère	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
ben	ADV	113.0488	51.1019	19.7693	0.0	0.0	0.0	33.9074
ben	NOM	16.9433	0.0	0.0	0.0	0.0	0.0	1.4895
benne	NOM	0.0	0.0	0.0	0.911	6.0005	0.0	0.7202
benzène	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
bercail	NOM	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
berceau	NOM	0.0	0.0	0.0	0.0	0.0	12.833	0.0975
bercer	VER	0.0	0.606	7.5506	1.2705	0.0	0.0	3.6096
berge	NOM	0.0	0.6008	6.5922	0.0	0.0	0.0	2.9452
berger	NOM	7.149	8.8843	9.3548	1.3018	13.7692	0.0	13.6485
berk	INT	0.5504	0.0	0.0	0.0	0.0	0.0	0.0101
berline	NOM	0.0	0.0	1.9664	0.0	6.0005	0.0	0.8206
berlue	NOM	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
besoin	NOM	208.6072	306.2352	301.6775	347.6652	263.8129	154.9424	290.9129
best-seller	NOM	0.0	0.0	0.0	1.2705	3.4423	4.0185	1.0475
